"RMSE";"Rsquared";"MAE";"Model";"Floor";"Building";"LongLat";"approach"
3,95532535399361;0,974903244897643;2,4758071081669;"rf";"F1";"B2";"Lat";"Test&Train"
4,7288162905182;0,975452026321141;2,8711375620703;"rf";"F1";"B2";"Long";"Test&Train"
3,4918918751725;0,979964869050976;2,16368062205759;"knn";"F1";"B2";"Lat";"Test&Train"
3,98646910913474;0,981510591272371;2,2557369367597;"knn";"F1";"B2";"Long";"Test&Train"
3,89247752011214;0,931277597339394;1,39796780296243;"kknn";"F4";"B2";"Lat";"Minimal"
6,05544599522969;0,943043269729145;2,51926908232234;"kknn";"F4";"B2";"Long";"Minimal"
6,33529279768044;0,814082267281852;4,68295504198625;"glmnet";"F4";"B2";"Lat";"Minimal"
8,91050801885444;0,867566831653981;6,83781525633388;"glmnet";"F4";"B2";"Long";"Minimal"
3,17167622132069;0,950315134326806;1,55034273945941;"rf";"F4";"B2";"Lat";"Minimal"
4,28894283000087;0,969725650765411;2,24459806134833;"rf";"F4";"B2";"Long";"Minimal"
